event   element | name     | type     | charge       | pT           | Eta          | Phi          | E            | mass
     252       1|        e-|        11|             1|        941.52|     -0.875122|      -1.42676|       1325.65|    -0.0875854
     252       2|        e-|        11|             1|       369.222|      0.798584|      -2.42432|       493.347|     -0.107361
     252       3|       mu-|        13|            -1|       1542.14|      0.463135|       1.56128|        1710.5|      0.105713
     252       4|       mu-|        13|            -1|       276.578|      0.125153|      -1.14673|       278.747|      0.105713
     253       1|        e-|        11|             1|       517.296|      0.688721|      -1.99268|       644.909|     -0.124146
     253       2|        e-|        11|            -1|       378.802|      0.470703|     -0.978027|       421.546|     -0.046051
     253       3|       mu-|        13|            -1|       476.578|       1.45972|        2.6167|       1081.13|      0.105713
     254       1|        e-|        11|            -1|       921.236|       0.56897|      -3.11865|       1074.42|      0.250732
     254       2|       mu-|        13|             1|       893.644|      0.292847|      0.541626|       932.238|      0.105713
     254       3|       mu-|        13|            -1|       378.294|     -0.341736|      0.107651|       400.599|      0.105713
     255       1|        e-|        11|            -1|       1787.62|     -0.739136|    -0.0884857|       2298.57|      0.398682
     255       2|       mu-|        13|             1|       1010.26|      -1.46655|       3.03662|       2305.91|      0.105713
     255       3|       mu-|        13|            -1|       66.9667|     -0.677246|       2.41113|       82.9203|      0.105713
     256       1|        e-|        11|            -1|       1038.95|     -0.291199|      0.610596|       1083.31|     -0.244995
     256       2|       mu-|        13|             1|       677.415|     -0.700195|       -1.4314|       850.371|      0.105713
     256       3|       mu-|        13|            -1|       296.253|      -1.38428|      -2.85303|       628.418|      0.105713
     257       1|       mu-|        13|            -1|       1028.35|     -0.896851|      -0.41394|        1470.4|      0.105713
     257       2|       mu-|        13|             1|       823.738|     -0.162659|       3.06104|        834.66|      0.105713
     257       3|       mu-|        13|             1|       766.322|      0.606812|       1.48071|       911.792|      0.105713
     258       1|        e-|        11|             1|       264.544|       1.98047|       2.99316|       976.714|     -0.331055
     258       2|       mu-|        13|            -1|       205.883|     -0.432068|      -1.77661|       225.402|      0.105713
     259       1|       mu-|        13|             1|        911.88|     -0.490173|      -1.01367|       1023.64|      0.105713
     259       2|       mu-|        13|            -1|       558.275|      -1.60571|       2.19873|       1446.53|      0.105713
     259       3|       mu-|        13|            -1|       509.467|     -0.561768|      -2.07129|       591.993|      0.105713
     260       1|        e-|        11|            -1|       902.685|     -0.384888|       2.64648|       970.375|      0.195435
     260       2|        e-|        11|            -1|       873.361|    -0.0223503|      -2.06494|       873.579|      0.148926
     260       3|        e-|        11|             1|       668.619|      -0.18042|      0.631836|       679.531|     -0.271729
     260       4|        e-|        11|             1|       417.298|     0.0090847|      -1.17627|       417.315|     -0.173706
     261       1|        e-|        11|            -1|       935.587|     -0.479187|     -0.232239|       1045.07|     -0.238037
     261       2|       mu-|        13|             1|       1061.62|     -0.338684|       2.60205|       1123.09|      0.105713
     262       1|        e-|        11|            -1|       1455.48|     -0.290588|       2.78125|       1517.37|     -0.194336
     262       2|       mu-|        13|             1|       1215.16|    -0.0512085|     -0.862549|       1216.75|      0.105713
     262       3|       mu-|        13|            -1|       254.638|      0.611328|      0.299866|       303.721|      0.105713
     263       1|       mu-|        13|            -1|        1408.4|      0.179413|     0.0844269|       1431.12|      0.105713
     263       2|       mu-|        13|             1|       562.482|       0.15271|      -2.02979|       569.054|      0.105713
     263       3|       mu-|        13|            -1|       436.261|       1.57959|      0.531372|       1103.53|      0.105713
     264       1|        e-|        11|             1|        669.32|       1.19409|       2.40625|       1205.96|      0.375732
     264       2|        e-|        11|             1|       613.141|      0.679443|     -0.175751|       760.196|     -0.198242
     264       3|        e-|        11|            -1|       541.897|      0.794556|       2.22559|       722.142|      0.148071
     264       4|       mu-|        13|            -1|       745.468|       0.50415|      -1.18726|       842.228|      0.105713
     265       1|        e-|        11|            -1|       314.851|      -1.83716|       1.31982|        1013.5|      0.209106
     265       2|       mu-|        13|             1|       281.919|      0.257019|       2.53223|       291.282|      0.105713
     266       1|        e-|        11|             1|       934.829|      0.219513|      -1.09009|       957.443|    -0.0753784
     266       2|        e-|        11|            -1|       747.464|     -0.825195|       1.95825|       1016.73|     -0.379883
     266       3|        e-|        11|             1|       65.8888|       0.29364|      -1.51465|       68.7498|    -0.0138626
     266       4|       mu-|        13|             1|       424.708|     -0.323914|       1.70166|       447.183|      0.105713
